Random,3000,bubble_sort_optimize1,67985300
Random,10000,bubble_sort_optimize1,248506900
Random,30000,bubble_sort_optimize1,2472709400
Random,100000,bubble_sort_optimize1,29240886500
Random,300000,bubble_sort_optimize1,270977795100
Sorted,3000,bubble_sort_optimize1,7700
Sorted,10000,bubble_sort_optimize1,26200
Sorted,30000,bubble_sort_optimize1,72200
Sorted,100000,bubble_sort_optimize1,246800
Sorted,300000,bubble_sort_optimize1,758400
Reverse,3000,bubble_sort_optimize1,23201200
Reverse,10000,bubble_sort_optimize1,226089500
Reverse,30000,bubble_sort_optimize1,2013689300
Reverse,100000,bubble_sort_optimize1,22561261700
Reverse,300000,bubble_sort_optimize1,206261309500
Nearly sorted,3000,bubble_sort_optimize1,8277200
Nearly sorted,10000,bubble_sort_optimize1,94691300
Nearly sorted,30000,bubble_sort_optimize1,953513400
Nearly sorted,100000,bubble_sort_optimize1,4523490300
Nearly sorted,300000,bubble_sort_optimize1,18787184900
